timestamp,eventType,playerId,fromNode,toNode,details
140,GAME_END,,-,-,Detectives
timestamp,eventType,playerId,fromNode,toNode,details
485,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
641,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
448,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
392,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
561,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
585,GAME_END,,-,-,MisterX
timestamp,eventType,playerId,fromNode,toNode,details
93,GAME_END,,-,-,Detectives
timestamp,eventType,playerId,fromNode,toNode,details
514,GAME_END,,-,-,MisterX
